Section,University,Degree Name,Department,Major or Minor,Requirement Category,Mode,Course Code,Course Title,Course Description,Credits,Program URL,Degree Type,Entity,Issue,Degree Level,Source Catoid
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 622,IPC Cardiology 2,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 623,IPC Renal,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 624,IPC Immunology and Infectious Diseases,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",5,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 625,IPC Endocrinology,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 626,IPC Pulmonology,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",2,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 632,IPC OSCEs .5,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",0,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 651,Extemporaneous Compounding 1,"The activities of the professional practice compounding lab will center around the practical application of drug dosage formulation, including the preparation, compounding, storage and dispensing of compounded medications. PHM 651 will focus on compounded nonsterile preparations (CNSPs). Students will be expected to recall information from pharmacy calculations, pharmacy law, and physical pharmacy courses and apply this knowledge to the preparation of pharmacy products while demonstrating the high standards of quality, professionalism, and lawful decision making that is demanded by the profession.",1,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 652,Extemporaneous Compounding 2,"The activities of the professional practice compounding lab will center around the practical application of drug dosage formulation, including the preparation, compounding, storage and dispensing of compounded medications. PHM 652 will focus on compounded sterile preparations (CSPs) and compounding hazardous medications. Students will be expected to recall information from pharmacy calculations, pharmacy law, and physical pharmacy courses and apply this knowledge to the preparation of pharmacy products while demonstrating the high standards of quality, professionalism, and lawful decision making that is demanded by the profession.",1,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 677,Pharmacy Professional Development 3 .5,"The Pharmacy Professional Development and Leadership (PPDL) Sequence is intended to foster and develop student understanding and skills in selected areas of the accreditation standards on approach to practice and care, and personal and professional development. Specific areas of focus are: Patient advocacy, Interprofessional collaboration, Communication, Self-awareness, Leadership, Professionalism.",0,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 678,Pharmacy Professional Development 4 .5,"The Pharmacy Professional Development and Leadership (PPDL) Sequence is intended to foster and develop student understanding and skills in selected areas of the accreditation standards on approach to practice and care, and personal and professional development. Specific areas of focus are: Patient advocacy, Interprofessional collaboration, Communication, Self-awareness, Leadership, Professionalism.",0,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 681,Introductory Pharmacy Practice Experience (IPPE) 2a,"This course (IPPE-2a & b) is the second of three levels of progressive IPPE activities where students are to complete a minimum of 90 hours of experiential education throughout their second professional (P2) year. PHM 681 represents the fall semester requirement of the P2 year. Students will be asked to perform and complete tasks including but not limited to, patient and interprofessional interactions, dispensing techniques, formulating pharmaceutical preparations, patient counseling, simulation activities, drug delivery devices, medication therapy management, service learning, medication error prevention and reporting, pharmacoinformatics, and wellness clinics. The theme of this particular course will be ?firsttime pharmacy practice?, meaning P2 students are now licensed pharmacy interns in NYS and can perform actual pharmacy practice activities under the supervision of a licensed pharmacist preceptor. They will complete approximately 50 hours during the fall semester and 50 hours during the spring semester (minus any hours they were able to complete previously during the summer). All students will also participate in group reflection sessions, various professional training and related assignments, case studies, as well as the continuation of documenting and reflecting on all experiences via their IPPE journal. These experiences and related activities will continue to be integrated with the doctor of pharmacy curriculum to further enhance their clinical skills and contribute to their overall development as a pharmacy healthcare professional.",1,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 682,Introductory Pharmacy Practice Experience (IPPE) 2b,"This course (IPPE-2a & b) is the second of three levels of progressive IPPE activities where students are to complete a minimum of 100 hours of experiential education throughout their second professional (P2) year. PHM 562 represents the spring semester requirement of the P2 year. Students will be asked to perform and complete tasks including but not limited to, patient and interprofessional interactions, dispensing techniques, formulating pharmaceutical preparations, patient counseling, drug delivery devices, medication therapy management, service learning, medication error prevention and reporting, pharmacoinformatics, and wellness clinics. The theme of this particular course will be ?first-time pharmacy practice?, meaning P2 students are now licensed pharmacy interns in NYS and can perform actual pharmacy practice activities under the supervision of a pharmacist. They will complete approximately 50 hours during the fall semester and 50 hours during the spring semester (minus any hours they were able to complete previously during the summer). All students will also participate in group reflection sessions, various professional training and related assignments, case studies, as well as the continuation of documenting and reflecting on all experiences via their IPPE journal. These experiences and related activities will continue to be integrated with the doctor of pharmacy curriculum to further enhance their clinical skills and contribute to their overall development as a pharmacy healthcare professional.",1,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 720,IPC GI/Hepatology,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 721,IPC Neurology,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",2,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 722,IPC Pain / Psych,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 723,IPC Hematology and Oncology,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",2,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 724,IPC Dermatology/Rheumatology/Opthalmology,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 725,IPC Reproductive Health,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",2,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 726,IPC Pediatrics/Geriatrics,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 727,IPC Toxicology/Critical Care,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",2,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 730,Topics in Pharmacy Law,"PHM 730 Topics in Pharmacy Law is a continuation of legal topics related to the practice of pharmacy and the pharmacist¿s role in patient care. Special topics will be presented and discussed to enhance the student¿s understanding of the legal parameters of practice. A major focus will be on the latest changes in state and federal regulations and laws including but not limited to: electronic prescribing, the USP 800: Hazardous Drugs Handling, the Joint Commission on Health Care Organizations; Secure and Responsible Drug Disposal Act of 2010, the Affordable Care Act, the Biologics Price Competition and Innovation Act (BPCIA) 2010 and current updates in New York State Pharmacy regulations.",1,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 732,IPC OSCEs .5,"IPC is the foundation for all drug related problems and clinical decision making that occurs with day-to-day patient care. These courses integrate Pathophysiology; Clinical Pharmacology, pharmacokinetics/dynamics and pharmacogenomics; Patient Assessment; Pharmaceutical Care; and Pharmacotherapeutics to optimize patient outcomes. These courses will advance knowledge of disease processes and how they are treated with pharmacotherapy. These courses will prepare the student to make clinical decisions related to patient care and build upon communication skills in Patient Care Essentials 1 and 2.",0,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 777,Pharmacy Professional Development 5 .5,"The Pharmacy Professional Development and Leadership (PPDL) Sequence is intended to foster and develop student understanding and skills in selected areas of the accreditation standards on approach to practice and care, and personal and professional development. Specific areas of focus are: Patient advocacy, Interprofessional collaboration, Communication, Self-awareness, Leadership, Professionalism.",0,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 778,Pharmacy Professional Development 6 .5,"Courses in the third professional year of pharmacy school build upon the skills introduced and developed during the first and second professional year. Topics during the fall semester (PHM 778, Pharmacy Professionalism VI) include (but are not limited to) professional development, cultural sensitivity, networking and interviewing, pharmacy practice models, professional interactions, and financial awareness.",0,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 781,Introductory Pharmacy Practice Experience (IPPE) 3a,"The IPPE sequence provides the Doctor of Pharmacy student the opportunity to observe and practice a variety of professional activities in multiple pharmacy settings, including inpatient, outpatient, and research. This course marks the start of the third and final level of progressive IPPE activities where students are to complete a minimum of 150 hours of experiential education throughout their third professional year. PHM 781 represents the fall semester requirement of the P3 year. Students will be asked to perform and complete tasks including but not limited to, patient and interprofessional interactions, dispensing techniques, formulating pharmaceutical preparations, patient counseling, simulation activities, drug delivery devices, medication therapy management, service learning, medication error prevention and reporting, pharmacoinformatics, and wellness clinics. The theme of this particular course will be ?mini-APPE? rotations, meaning it will attempt to mimic and directly prepare students for the full-time advanced pharmacy practice experiences (APPE) which takes place the following year. A P3 student will complete approximately 40-55 hours over the summer, 40-55 hours during the fall semester, and 40-55 hours during the spring semester. All students will also participate in group reflection sessions, various professional training and related assignments, case studies, as well as the continuation of documenting and reflecting on all experiences via their IPPE journal. These experiences and related activities will continue to be integrated with the doctor of pharmacy curriculum to further enhance their clinical skills and contribute to their overall development as a pharmacy healthcare professional.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 782,Introductory Pharmacy Practice Experience (IPPE) 3b,"The IPPE sequence provides the Doctor of Pharmacy student the opportunity to observe and practice a variety of professional activities in multiple pharmacy settings, including inpatient, outpatient, and research. This course marks the end of the third and final level of progressive IPPE activities where students are to complete a minimum of 150 hours of experiential education throughout their third professional year. PHM 662 represents the spring semester requirement of the P3 year. Students will be asked to perform and complete tasks including but not limited to, patient and interprofessional interactions, dispensing techniques, formulating pharmaceutical preparations, patient counseling, drug delivery devices, medication therapy management, service learning, medication error prevention and reporting, pharmacoinformatics, and wellness clinics. The theme of this particular course continues to be ?mini-APPE? rotations, meaning it will attempt to mimic and directly prepare students for the full-time advanced pharmacy practice experiences (APPE) which takes place the following year. A P3 student will complete minimally 40-55 hours of experiential education during the spring semester. All students will also participate in group reflection sessions, various professional training and related assignments, case studies, as well as the continuation of documenting and reflecting on all experiences via their IPPE journal. These experiences and related activities will continue to be integrated with the doctor of pharmacy curriculum to further enhance their clinical skills and contribute to their overall development as a pharmacy healthcare professional. At the conclusion of this semester, each student will have completed a minimum of 150 hours during their third professional year and a total of at least 300 hours of IPPE activities since starting pharmacy school.",3,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 843,Ambulatory Patient Care Advanced Pharmacy Practice Experience (APPE),The ambulatory care rotation focuses on training students in the delivery of clinical pharmaceutical care in an ambulatory care clinical site. The purpose of this program is to provide students with sufficient opportunities to become reasonably proficient in the delivery of direct pharmaceutical care in an ambulatory care setting.,6,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 844,Community Pharmacy Advanced Pharmacy Practice Experience (APPE),This community pharmacy rotation focuses on training students in the delivery of pharmaceutical care in community pharmacy site. The purpose of this program is to provide students with sufficient opportunities to become reasonably proficient in the delivery of direct pharmaceutical care in a community pharmacy setting.,4,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 845,Hospital Health-System Pharmacy Advanced Pharmacy Practice Experience (APPE),This hospital/health-system rotation focuses on training students in the delivery of pharmaceutical care in a hospital/health-system setting. The purpose of this program is to provide students with sufficient opportunities to become reasonably proficient in the operational and distributional aspects of pharmacy in a hospital/health-system pharmacy setting.,4,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 846,Inpatient General Medicine Patient Care Advanced Pharmacy Practice Experience (APPE),The goal of this rotation is to develop and strengthen clinical skills of pharmacy students in an inpatient adult patient care setting. This inpatient adult patient care rotation focuses on training students in the delivery of clinical pharmaceutical care in an inpatient site. The purpose of this program is to provide students with sufficient opportunities to become reasonably proficient in the delivery of direct pharmaceutical care in an inpatient adult patient care setting.,6,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 847,"Elective 1, Direct Patient Care Advanced Pharmacy Practice Experience (APPE)","Elective Advanced Professional Practice Experiences (APPEs) are meant to allow students to explore areas of potential practice interest. Elective 1 must have direct patient care. Direct patient care is defined as an environment that includes interactions with patient (in person or telepathic), in the presence of a licensed pharmacist.",6,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 848,"Elective 2, Direct or Non-Direct Patient Care Advanced Pharmacy Practice Experience (APPE)","Elective Advanced Professional Practice Experiences (APPEs) are meant to allow students to explore areas of potential practice interest. Elective 2 can be direct or non-direct patient care. Non-direct patient care is defined as an environment where students do not interact with patients (in person or telephonic). Examples include, but are not limited to: research, FDA, DEA, pharmaceutical industry, drug information, informatics and management.",6,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 849,"Elective 3, Direct or Non-Direct Patient Care Advanced Pharmacy Practice Experience (APPE)","Elective Advanced Professional Practice Experiences (APPEs) are meant to allow students to explore areas of potential practice interest. Elective 2 can be direct or non-direct patient care. Non-direct patient care is defined as an environment where students do not interact with patients (in person or telephonic). Examples include, but are not limited to: research, FDA, DEA, pharmaceutical industry, drug information, informatics and management.",6,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BA/PharmD,Chemistry,Major,Pharmacy Core (142.5 credits),required,PHM 850,Professional Development,The advanced pharmacy practice experiences are designed to build on the previous academic base with a wide range of exposure to various clinical pharmacy practice environments and medical sub-specialty areas. Advanced pharmacy practice experiences are academic learning experiences in both patient care and non-patient care settings and are a vital component of the doctor of pharmacy program. The advanced pharmacy practice experiences involve the students in the provision of advanced clinical pharmacy services and provide experience in various medical sub-specialty environments. Major goals are the development of independent judgment and the integration of fundamental knowledge with clinical applications.,1,https://catalogs.buffalo.edu/preview_program.php?poid=5841&catoid=17,BA/PHARMD,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BS/Materials Design and Innovation MS,Chemistry,Major,Introductory Calculus and Physics Courses (21 credits),required,MTH 141,College Calculus I,"Beginning of a three-semester sequence in calculus for students of mathematics, natural sciences, and engineering. Covers differentiation and integration with applications. This course is the same as MTH 136 + 137 and course repeat rules will apply. Students should consult with their major department regarding any restrictions on their degree requirements.",4,https://catalogs.buffalo.edu/preview_program.php?poid=6149&catoid=17,BS/MS,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BS/Materials Design and Innovation MS,Chemistry,Major,Introductory Calculus and Physics Courses (21 credits),required,MTH 142,College Calculus 2,Differentiation and integration of transcendental functions; infinite sequences; series and power series; integration methods; additional topics in analytic geometry. This course is the same as MTH 138 and MTH 139 and course repeat rules will apply. Students should consult with their major department regarding any restrictions on their degree requirements.,4,https://catalogs.buffalo.edu/preview_program.php?poid=6149&catoid=17,BS/MS,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BS/Materials Design and Innovation MS,Chemistry,Major,Introductory Calculus and Physics Courses (21 credits),required,MTH 241,College Calculus 3,"Geometry and vectors of n-dimensional space; Green’s theorem, Gauss theorem, Stokes theorem; multidimensional differentiation and integration; application to 2- and 3-D space.",4,https://catalogs.buffalo.edu/preview_program.php?poid=6149&catoid=17,BS/MS,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BS/Materials Design and Innovation MS,Chemistry,Major,Introductory Calculus and Physics Courses (21 credits),required,PHY 107,General Physics I,"A calculus-based introductory course primarily for chemistry, engineering, and physics majors. Covers kinematics, Newton’s laws, energy, momentum, rotational motion, and oscillations. This course satisfies 4 credits as required by different majors and also 4 credits (out of the mandated 7 credits total) of UB’s Science Literacy and Inquiry general education requirement sequence. Enrollment is not allowed in PHY107 if a student has current enrollment in PHY 101 .",4,https://catalogs.buffalo.edu/preview_program.php?poid=6149&catoid=17,BS/MS,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BS/Materials Design and Innovation MS,Chemistry,Major,Introductory Calculus and Physics Courses (21 credits),required,PHY 108,General Physics II,"A calculus based introductory course primarily for chemistry, engineering, and physics majors. Covers the electric field, Gauss’ law, electric potential, capacitance, DC circuits, RC circuits, magnetic field, Faraday’s law, inductance, LR circuits, AC circuits, and Maxwell’s equations. This course satisfies 4 credits as required by different majors and also 4 credits (out of the mandated 7 credits total) of UB’s Science Literacy and Inquiry general education requirement sequence.",4,https://catalogs.buffalo.edu/preview_program.php?poid=6149&catoid=17,BS/MS,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BS/Materials Design and Innovation MS,Chemistry,Major,Introductory Calculus and Physics Courses (21 credits),required,PHY 158,General Physics II Lab,"PHY-158 is an introductory Physics lab course. This course covers mechanics, kinematics, forces, vectors, electricity and magnetism. Experiments are used to demonstrate principles discussed in the lecture courses PHY 107 and PHY 108 . PHY-158 satisfies the SLI General Education 1-credit laboratory requirement (out of the 7 credits total SLI Gen-Ed requirement).",1,https://catalogs.buffalo.edu/preview_program.php?poid=6149&catoid=17,BS/MS,,,Undergraduate,17
CATALOG,University at Buffalo,Chemistry BS/Materials Design and Innovation MS,Chemistry,Major,Chemistry Core (50 credits),required,CHE 101,General Chemistry,"Introduces fundamental concepts of chemistry, and surveys important chemical elements and their compounds. The first semester course of a two-semester sequence of general chemistry designed for students in sciences and engineering. Topics include stoichiometry, reactions in solution, thermochemistry, atomic and molecular structure and bonding, gas laws, intermolecular forces, and phases of matter. Three hours of lecture plus one 50-minute recitation weekly. Examinations are scheduled outside of the listed class times.",4,https://catalogs.buffalo.edu/preview_program.php?poid=6149&catoid=17,BS/MS,,,Undergraduate,17
